Name of Institution,Street Address,City,ZIP Code,County,Georeference
Astoria Bank,845 Wheeler Road,Hauppague,11788,Suffolk,POINT (-73.20551 40.82373)
Astoria Bank,599 Middle Country Road,Middle Island,11953,Suffolk,POINT (-72.94772 40.88219)
Atlas Bank,339 Sand Lane,Staten Island,10305,Richmond,POINT (-74.0676 40.59148)
Atlas Bank,689 5th Avenue,Brooklyn,11215,Kings,POINT (-73.99331 40.66144)
BCB Community Bank,354 New Dorp Lane,Staten Island,10306,Richmond,POINT (-74.1108 40.57103)
Ballston Spa National Bank,770 Saratoga Road,Burnt Hills,12027,Saratoga,POINT (-73.90256 42.90453)
Ballston Spa National Bank,87 Front Street,Ballston Spa,12020,Saratoga,POINT (-73.85191 43.00239)
Ballston Spa National Bank,3060 Route 9N,Greenfield Center,12833,Saratoga,POINT (-73.84639 43.12589)
Ballston Spa National Bank,428 Hudson Avenue,Mechanicville,12118,Saratoga,POINT (-73.66747 42.92978)
Ballston Spa National Bank,1207 Troy Schenectady Road,Latham,12110,Albany,POINT (-73.82385 42.77288)
Ballston Spa National Bank,344 Rowland Street,Ballston Spa,12020,Saratoga,POINT (-73.84977 43.04356)
Ballston Spa National Bank,625 Maple Avenue,Saratoga Springs,12866,Saratoga,POINT (-73.76991 43.11988)
Ballston Spa National Bank,124 Dunning Street,Ballston Spa,12020,Saratoga,POINT (-73.7914 42.97179)
Ballston Spa National Bank,990 Route 67,Ballston Spa,12020,Saratoga,POINT (-73.8514 42.98727)
Ballston Spa National Bank,5091 Sacandaga Road,Galway,12074,Saratoga,POINT (-74.0312 43.0125)
Ballston Spa National Bank,256 Ushers Road,Clifton Park,12065,Saratoga,POINT (-73.7782 42.9047)
Banco Popular North America,2095 Ralph Avenue,Brooklyn,11234,Kings,POINT (-73.91752 40.62463)
Banco Popular North America,918 Seneca Avenue,Ridgewood,11385,Queens,POINT (-73.90338 40.70025)
Banco Popular North America,2923 Third Avenue,Bronx,10455,Bronx,POINT (-73.91574 40.81742)
Banco Popular North America,301 Fordham Road,Bronx,10458,Bronx,POINT (-73.89461 40.86217)
Banco Popular North America,52-16th Fifth Avenue,Brooklyn,11220,Kings,POINT (-73.97709 40.68139)
Banco Popular North America,3851 Nostrand Avenue,Brooklyn,11235,Kings,POINT (-73.9396 40.59007)
Banco Popular North America,1170 Castle Hill Avenue,Bronx,10462,Bronx,POINT (-73.85096 40.83156)
Banco Popular North America,11 West 51st Street,New York,10019,New York,POINT (-73.97778 40.75958)
Banco Popular North America,375 Park Avenue South,New York,10010,New York,POINT (-73.98465 40.74244)
Banco Popular North America,310 Houston Street,New York,10002,New York,POINT (-73.98347 40.72144)
Banco Popular North America,875 Third Avenue,New York,10022,New York,POINT (-73.96961 40.75739)
Banco Popular North America,28-36 Steinway Street,Long Island City,11103,Queens,POINT (-73.91448 40.76453)
Banco Popular North America,441 Second Avenue,New York,10010,New York,POINT (-73.97985 40.73936)
Banco Popular North America,35-30 Junction Boulevard,Corona,11368,Queens,POINT (-73.87129 40.75244)
Banco Popular North America,66 Court Street,Brooklyn,11201,Kings,POINT (-73.99136 40.6918)
Banco Popular North America,1200 St. Nicholas Avenue,New York,10032,New York,POINT (-73.93872 40.84245)
Banco Popular North America,1230 Fulton Street,Brooklyn,11216,Kings,POINT (-73.95128 40.68049)
Banco Popular North America,956 Flatbush Avenue,Brooklyn,11226,Kings,POINT (-73.95818 40.64809)
Banco Popular North America,2812 Broadway,New York,10025,New York,POINT (-73.96719 40.80333)
Banco Popular North America,180 Dyckman Street,New York,10040,New York,POINT (-73.92653 40.86436)
Banco Popular North America,285 Madison Avenue,New York,10014,New York,POINT (-73.9801 40.75169)
Banco Popular North America,231 West 125th Street,New York,10027,New York,POINT (-73.9495 40.80947)
Banco Popular North America,1619 Sheepshead Bay Road,Brooklyn,11235,Kings,POINT (-73.95269 40.58698)
Banco Popular North America,134 Delancy Street,New York,10002,New York,POINT (-73.98718 40.71832)
Banco Popular North America,3540 Broadway,New York,10031,New York,POINT (-73.95047 40.82626)
Banco Popular North America,752 East Tremont Avenue,Bronx,10457,Bronx,POINT (-73.88922 40.84447)
Banco Popular North America,90 West 96th Street,New York,10025,New York,POINT (-73.96687 40.79257)
Banco Popular North America,166 Livingston Street,Brooklyn,11201,Kings,POINT (-73.9873 40.69027)
Banco Popular North America,83-22 Baxter Avenue,Elmhurst,11373,Queens,POINT (-73.88265 40.74758)
Banco Popular North America,615 West 181 Street,New York,10033,New York,POINT (-73.93458 40.84967)
Banco Popular North America,1620 Pitkin Avenue,Brooklyn,11212,Kings,POINT (-73.91378 40.66924)
Banco Popular North America,15 Graham Avenue,Brooklyn,11205,Kings,POINT (-73.94228 40.7018)
Banco Popular North America,164 East 116th Street,New York,10029,New York,POINT (-73.94098 40.79835)
Banco Popular North America,1046 Southern Boulevard,Bronx,10459,Bronx,POINT (-73.89188 40.82414)
Bank of Akron,986 Bloomingdale Road,Basom,14013,Erie,POINT (-78.4175 43.06751)
Bank of Akron,3619 Walden Avenue,Lancaster,14086,Erie,POINT (-78.67176 42.9156)
Bank of Akron,9865 Main Street,Clarence,14031,Erie,POINT (-78.62132 42.97457)
Bank of Akron,383 Bloomingdale Road,Akron,14001,Erie,POINT (-78.45038 43.05115)
Bank of Akron,77 Buell Street,Akron,14001,Erie,POINT (-78.50299 43.0133)
Bank of Akron,9470 Clarence Center Road,Clarence Center,14032,Erie,POINT (-78.63681 43.01039)
Bank of Akron,46 Main Street,Akron,14001,Erie,POINT (-78.50127 43.02087)
Bank of America N.A. GA1-006-15-40,2535 Richmond Avenue,Staten Island,10314,Richmond,POINT (-74.16689 40.58607)
Bank of America N.A. GA1-006-15-40,45-26 Greenpoint Avenue,Sunnyside,11104,Queens,POINT (-73.91919 40.74209)
Bank of America N.A. GA1-006-15-40,274 7th Avenue,Brooklyn,11215,Kings,POINT (-73.98022 40.66852)
Bank of America N.A. GA1-006-15-40,386 Knickerbocker Avenue,Brooklyn,11237,Kings,POINT (-73.92065 40.70013)
Bank of America N.A. GA1-006-15-40,5345 West Genessee Street,Camillius,13031,Onondaga,POINT (-76.27393 43.03926)
Bank of America N.A. GA1-006-15-40,90-53 Sutphin Boulevard,Jamaica,11435,Queens,POINT (-73.80791 40.70156)
Bank of America N.A. GA1-006-15-40,8225 Jericho Turnpike,Woodbury,11797,Nassau,POINT (-73.46803 40.81645)
Bank of America N.A. GA1-006-15-40,100 Christie Place,Scarsdale,10583,Westchester,POINT (-73.80755 40.99044)
Bank of America N.A. GA1-006-15-40,4701 13th Avenue,Brooklyn,11219,Kings,POINT (-73.99103 40.63607)
Bank of America N.A. GA1-006-15-40,260 Greenwich Street,New York,10007,New York,POINT (-74.01132 40.71496)
Bank of America N.A. GA1-006-15-40,2196 Forest Avenue,Staten Island,10303,Richmond,POINT (-74.16291 40.62632)
Bank of America N.A. GA1-006-15-40,1160 West Boston Post Road,Mamaroneck,10543,Westchester,POINT (-73.7442 40.93983)
Bank of America N.A. GA1-006-15-40,301 West 145th Street,New York,10039,New York,POINT (-73.94275 40.82319)
Bank of America N.A. GA1-006-15-40,572 Gramatan Avenue,Mount Vernon,10552,Westchester,POINT (-73.83566 40.92611)
Bank of America N.A. GA1-006-15-40,515 Ocean Avenue,Brooklyn,11226,Kings,POINT (-73.96104 40.65025)
Bank of America N.A. GA1-006-15-40,1428 Altamont Avenue,Schenectady,12303,Schenectady,POINT (-73.94466 42.78423)
Bank of America N.A. GA1-006-15-40,3881 Richmond Avenue,Staten Island,10312,Richmond,POINT (-74.16407 40.54371)
Bank of America N.A. GA1-006-15-40,642 Gateway Drive,Brooklyn,11239,Kings,POINT (-73.8682 40.65585)
Bank of America N.A. GA1-006-15-40,915 West Beech Street,Long Beach,11561,Nassau,POINT (-73.69228 40.58601)
Bank of America N.A. GA1-006-15-40,35 South Broadway,Yonkers,10701,Westchester,POINT (-73.89886 40.93276)
Bank of America N.A. GA1-006-15-40,2260 Broadway,New York,10024,New York,POINT (-73.97875 40.78534)
Bank of America N.A. GA1-006-15-40,2077 Broadway,New York,10023,New York,POINT (-73.98205 40.77866)
Bank of America N.A. GA1-006-15-40,1275 Lexington Avenue,New York,10028,New York,POINT (-73.95583 40.77915)
Bank of America N.A. GA1-006-15-40,2895 Richmond Avenue,Staten Island,10314,Richmond,POINT (-74.16951 40.57418)
Bank of America N.A. GA1-006-15-40,6601 18th Avenue,Brooklyn,11204,Kings,POINT (-73.99087 40.61844)
Bank of America N.A. GA1-006-15-40,95 Wall Street,New York,10005,New York,POINT (-74.00728 40.70509)
Bank of America N.A. GA1-006-15-40,835 Eighth Avenue,New York,10019,New York,POINT (-73.9857 40.76279)
Bank of America N.A. GA1-006-15-40,560 Second Avenue,New York,10016,New York,POINT (-73.97694 40.74299)
Bank of America N.A. GA1-006-15-40,550 Fifth Avenue,New York,10036,New York,POINT (-73.97932 40.75564)
Bank of America N.A. GA1-006-15-40,210 Dyckman Street,New York,10040,New York,POINT (-73.92706 40.86524)
Bank of America N.A. GA1-006-15-40,4201 Main Street,Flushing,11355,Queens,POINT (-73.82826 40.75526)
Bank of America N.A. GA1-006-15-40,89-01 Queens Boulevard,Elmhurst,11373,Queens,POINT (-73.87414 40.73478)
Bank of America N.A. GA1-006-15-40,890 Old Country Road,Westbury,11530,Nassau,POINT (-73.5645 40.75317)
Bank of America N.A. GA1-006-15-40,96 7th Street,Garden City,11530,Nassau,POINT (-73.63683 40.72455)
Bank of America N.A. GA1-006-15-40,405 Windsor Highway,Vails Gate,12584,Orange,POINT (-74.05606 41.45601)
Bank of America N.A. GA1-006-15-40,88 Bowery Street,New York,10013,New York,POINT (-73.99551 40.71714)
Bank of America N.A. GA1-006-15-40,851 Kimball Avenue,Yonkers,10704,Westchester,POINT (-73.84781 40.93034)
Bank of America N.A. GA1-006-15-40,358 Fifth Avenue,New York,10001,New York,POINT (-73.98438 40.74868)
Bank of America N.A. GA1-006-15-40,193 West 237th Street,Bronx,10463,Bronx,POINT (-73.90036 40.88432)
Bank of America N.A. GA1-006-15-40,2756 Long Beach Road,Oceanside,11572,Nassau,POINT (-73.63944 40.64474)
Bank of America N.A. GA1-006-15-40,33 New Scotland Avenue,Albany,12208,Albany,POINT (-73.7735 42.65361)
Bank of America N.A. GA1-006-15-40,449 Myrtle Avenue,Brooklyn,11205,Kings,POINT (-73.96747 40.69326)
Bank of America N.A. GA1-006-15-40,2022 Avenue U,Brooklyn,11229,Kings,POINT (-73.95057 40.59947)
Bank of America N.A. GA1-006-15-40,826 Manhattan Avenue,Brooklyn,11222,Kings,POINT (-73.95349 40.72852)
Bank of America N.A. GA1-006-15-40,1580 Flatbush Avenue,Brooklyn,11210,Kings,POINT (-73.947 40.63219)
Bank of America N.A. GA1-006-15-40,266 Broadway,Brooklyn,11211,Kings,POINT (-73.95907 40.70885)
Bank of America N.A. GA1-006-15-40,1502 Kings Highway,Brooklyn,11229,Kings,POINT (-73.9582 40.60879)
Bank of America N.A. GA1-006-15-40,164 Military Road,Buffalo,14207,Erie,POINT (-78.892 42.94115)
Bank of America N.A. GA1-006-15-40,10726 Continental Avenue,Forest Hills,11375,Queens,POINT (-73.84434 40.72088)
Bank of America N.A. GA1-006-15-40,3912 Main Street,Flushing,11354,Queens,POINT (-73.83026 40.75983)
Bank of America N.A. GA1-006-15-40,2574 Broadway,New York,10025,New York,POINT (-73.97137 40.79511)
Bank of America N.A. GA1-006-15-40,168 Church Street,New York,10007,New York,POINT (-74.00767 40.71528)
Bank of America N.A. GA1-006-15-40,399 Third Avenue,New York,10016,New York,POINT (-73.98068 40.74219)
Bank of America N.A. GA1-006-15-40,882 First Avenue,New York,10022,New York,POINT (-73.96626 40.75372)
Bank of America N.A. GA1-006-15-40,40 West Main Street,Shortsville,14548,Ontario,POINT (-77.22269 42.95558)
Bank of America N.A. GA1-006-15-40,4061 Broadway,New York,10032,New York,POINT (-73.93913 40.8435)
Bank of America N.A. GA1-006-15-40,315 Lafayette Street,New York,10012,New York,POINT (-73.99518 40.72529)
Bank of America N.A. GA1-006-15-40,767 Cayuga Street,Lewiston,14092,Niagara,POINT (-79.03758 43.17041)
Bank of America N.A. GA1-006-15-40,1017 Montauk Highway,Shirley,11967,Suffolk,POINT (-72.8594 40.80326)
Bank of America N.A. GA1-006-15-40,1989 South Park Avenue,Buffalo,14220,Erie,POINT (-78.82374 42.84457)
Bank of America N.A. GA1-006-15-40,425 Lexington Avenue,New York,10174,New York,POINT (-73.97532 40.75244)
Bank of America N.A. GA1-006-15-40,1775 Broadway,New York,10019,New York,POINT (-73.98174 40.76696)
Bank of America N.A. GA1-006-15-40,200 Park Avenue,New York,10166,New York,POINT (-73.97640174 40.753973588)
Bank of America N.A. GA1-006-15-40,390 Sixth Avenue,New York,10011,New York,POINT (-73.99978 40.7333)
Bank of America N.A. GA1-006-15-40,1293 Broadway,New York,10001,New York,POINT (-73.98797 40.74964)
Bank of America N.A. GA1-006-15-40,19-50 37th Street,Astoria,11105,Queens,POINT (-73.90176 40.77855)
Bank of America N.A. GA1-006-15-40,521 Stewart Avenue,Bethpage,11714,Nassau,POINT (-73.48212 40.74343)
Bank of America N.A. GA1-006-15-40,329A East 149th Street,Bronx,10451,Bronx,POINT (-73.92041 40.81679)
Bank of America N.A. GA1-006-15-40,65 Metropolitan Oval,Bronx,10462,Bronx,POINT (-73.86059 40.83823)
Bank of America N.A. GA1-006-15-40,7923 3rd Avenue,Brooklyn,11209,Kings,POINT (-74.02924 40.62795)
Bank of America N.A. GA1-006-15-40,14 Newtown Lane,East Hampton,11937,Suffolk,POINT (-72.18561 40.96425)
Bank of America N.A. GA1-006-15-40,Lawrence Avenue & Bayview Avenue,Lawrence,11559,Nassau,
Bank of America N.A. GA1-006-15-40,157 East 125th Street,New York,10035,New York,POINT (-73.93659 40.80403)
Bank of America N.A. GA1-006-15-40,495 Elmwood Avenue,Buffalo,14222,Erie,POINT (-78.87694 42.91049)
Bank of America N.A. GA1-006-15-40,700 Allerton Avenue,Bronx,10467,Bronx,POINT (-73.86716 40.86545)
Bank of America N.A. GA1-006-15-40,501 Brighton Beach Avenue,Brookyn,11235,Kings,POINT (-73.96219 40.57745)
Bank of America N.A. GA1-006-15-40,901 Broad Hollow Road,Farmingdale,11735,Nassau,POINT (-73.42341 40.72629)
Bank of America N.A. GA1-006-15-40,248 East Fordham Road,Bronx,10458,Bronx,POINT (-73.89564 40.86221)
Bank of America N.A. GA1-006-15-40,1500 Westchester Avenue,Bronx,10472,Bronx,POINT (-73.87979 40.82854)
Bank of America N.A. GA1-006-15-40,1620 Westchester Avenue,Bronx,10472,Bronx,POINT (-73.87428 40.8296)
Bank of America N.A. GA1-006-15-40,670 Avenue of the Americas,New York,10010,New York,POINT (-73.9938 40.74153)
Bank of America N.A. GA1-006-15-40,240 Park Avenue South,New York,10003,New York,POINT (-73.9881 40.7379)
Bank of America N.A. GA1-006-15-40,4239 Bell Boulevard,Bayside,11361,Queens,POINT (-73.77002 40.76162)
Bank of America N.A. GA1-006-15-40,127 Eighth Avenue,New York,10011,New York,POINT (-74.00147 40.7412)
Bank of America N.A. GA1-006-15-40,1330 First Avenue,New York,10021,New York,POINT (-73.95622 40.76749)
Bank of America N.A. GA1-006-15-40,2380 Broadway,New York,10024,New York,POINT (-73.97574 40.78908)
Bank of America N.A. GA1-006-15-40,50 West Fordham Road,Bronx,10468,Bronx,POINT (-73.90364 40.86275)
Bank of America N.A. GA1-006-15-40,37-41 82nd Street,Jackson Heights,11372,Queens,POINT (-73.88408 40.74848)
Bank of America N.A. GA1-006-15-40,378 Jericho Turnpike,Syosset,11791,Nassau,POINT (-73.50251 40.80988)
Bank of America N.A. GA1-006-15-40,808 Columbus Avenue,New York,10025,New York,POINT (-73.96632 40.79455)
Bank of America N.A. GA1-006-15-40,92 Delancey Street,New York,10002,New York,POINT (-73.98926 40.71896)
Bank of America N.A. GA1-006-15-40,1107 Third Avenue,New York,10065,New York,POINT (-73.9639 40.76518)
Bank of America N.A. GA1-006-15-40,244 Eighth Avenue,New York,10011,New York,POINT (-73.99876 40.74492)
Bank of America N.A. GA1-006-15-40,1886 Broadway,New York,10023,New York,POINT (-73.98203 40.77107)
Bank of America N.A. GA1-006-15-40,2136 Bartow Avenue,Bronx,10475,Bronx,POINT (-73.82655 40.86844)
Bank of America N.A. GA1-006-15-40,507 Schutt Road Extension,Middletown,10940,Orange,POINT (-74.38285 41.44874)
Bank of America N.A. GA1-006-15-40,24-10  Jackson Avenue,Long Island City,11101,Queens,POINT (-73.94472 40.74627)
Bank of America N.A. GA1-006-15-40,115 West 42nd Street,New York,10036,New York,POINT (-73.98482 40.75515)
Bank of America N.A. GA1-006-15-40,500 Mamaroneck Avenue,White Plains,10605,Westchester,POINT (-73.75894 41.02239)
Bank of America N.A. GA1-006-15-40,438 86th Street,Brooklyn,11209,Kings,POINT (-74.02733 40.62216)
Bank of America N.A. GA1-006-15-40,206 Main Street,White Plains,10601,Westchester,POINT (-73.76586 41.03292)
Bank of America N.A. GA1-006-15-40,2820 Hylan Boulevard,Staten Island,10306,Richmond,POINT (-74.11617 40.56401)
Bank of America N.A. GA1-006-15-40,120 Flatbush Avenue,Brooklyn,11217,Kings,POINT (-73.97819 40.68506)
Bank of America N.A. GA1-006-15-40,277 Canal Street,New York,10013,New York,POINT (-74.00163 40.71922)
Bank of America N.A. GA1-006-15-40,353 Lexington Avenue,New York,10016,New York,POINT (-73.97712 40.74997)
Bank of America N.A. GA1-006-15-40,980 Ridge Road,Webster,14580,Monroe,POINT (-77.45986 43.20919)
Bank of America N.A. GA1-006-15-40,7864 Transit Road,Williamsville,14221,Erie,POINT (-78.69796 42.98441)
Bank of America N.A. GA1-006-15-40,5529 Main Street,Williamsville,14221,Erie,POINT (-78.74702 42.96249)
Bank of America N.A. GA1-006-15-40,81 Mill Hill Road,Woodstock,12498,Ulster,POINT (-74.11267 42.03816)
Bank of America N.A. GA1-006-15-40,4049 Seneca Street,West Seneca,14224,Erie,POINT (-78.75283 42.83014)
Bank of America N.A. GA1-006-15-40,100 Hillside Avenue,Williston Park,11596,Nassau,POINT (-73.64347 40.75721)
Bank of America N.A. GA1-006-15-40,2300 Grand Avenue,Baldwin,11510,Nassau,POINT (-73.61059 40.65512)
Bank of America N.A. GA1-006-15-40,185 Wheeler Road,Central Islip,11722,Suffolk,POINT (-73.21198 40.80292)
Bank of America N.A. GA1-006-15-40,41 Veterans Memorial Highway,Commack,11725,Suffolk,POINT (-73.28735 40.84187)
Bank of America N.A. GA1-006-15-40,1283 Sunrise Highway,Copiague,11726,Suffolk,POINT (-73.39368 40.69298)
Bank of America N.A. GA1-006-15-40,1979 Deer Park Avenue,Deer Park,11729,Suffolk,POINT (-73.3302 40.76549)
Bank of America N.A. GA1-006-15-40,709 Old Country Road,Dix Hills,11746,Suffolk,POINT (-73.35927 40.83084)
Bank of America N.A. GA1-006-15-40,1 Old Westbury Road,Roslyn Heights,11577,Nassau,POINT (-73.62345 40.78477)
Bank of America N.A. GA1-006-15-40,385 Larkfield Road,East Northport,11731,Suffolk,POINT (-73.32198 40.86863)
Bank of America N.A. GA1-006-15-40,141-61 Northern Boulevard,Flushing,11354,Queens,POINT (-73.82401 40.7646)
Bank of America N.A. GA1-006-15-40,151-16 84th Street,Howard Beach,11414,Queens,POINT (-73.851 40.66728)
Bank of America N.A. GA1-006-15-40,880 Quincy Street,Brooklyn,11221,Kings,POINT (-73.92393 40.69007)
Bank of America N.A. GA1-006-15-40,59-01 Myrtle Avenue,Ridgewood,11385,Kings,POINT (-73.90007 40.7005)
Bank of America N.A. GA1-006-15-40,205-02 Linden Boulevard,St. Albans,11412,Queens,POINT (-73.74755 40.69575)
Bank of America N.A. GA1-006-15-40,241-42 South Conduit Boulevard,Rosedale,11422,Queens,POINT (-73.73601 40.6653)
Bank of America N.A. GA1-006-15-40,91-16 168th Street,Jamaica,11432,Queens,POINT (-73.79309 40.70684)
Bank of America N.A. GA1-006-15-40,6901 5th Avenue,Brooklyn,11209,Kings,POINT (-74.02107 40.63327)
Bank of America N.A. GA1-006-15-40,31-81 Steinway Avenue,Astoria,11103,Queens,POINT (-73.91873 40.75931)
Bank of America N.A. GA1-006-15-40,205 Montague Street,Brooklyn,11201,Kings,POINT (-73.99106 40.69392)
Bank of America N.A. GA1-006-15-40,14-15 College Point Boulevard,College Point,11356,Queens,POINT (-73.84579 40.78495)
Bank of America N.A. GA1-006-15-40,781 Eastern Parkway,Brooklyn,11213,Kings,POINT (-73.94252 40.66962)
Bank of America N.A. GA1-006-15-40,401 Main Street,Armonk,10504,Westchester,POINT (-73.7143 41.12603)
Bank of America N.A. GA1-006-15-40,91 South Greeley Avenue,Chappaqua,10514,Westchester,POINT (-73.77297 41.15767)
Bank of America N.A. GA1-006-15-40,20 South Broadway,Yonkers,10701,Westchester,POINT (-73.89863 40.93316)
Bank of America N.A. GA1-006-15-40,130 North Country Shopping Center,Goldens Bridge,10526,Westchester,POINT (-73.67588 41.29405)
Bank of America N.A. GA1-006-15-40,176 Roberts Avenue,Yonkers,10703,Westchester,POINT (-73.88547 40.96076)
Bank of America N.A. GA1-006-15-40,625 8th Avenue,New York,10018,New York,POINT (-73.99036 40.75646)
Bank of America N.A. GA1-006-15-40,3508 Johnson Avenue,Riverdale,10463,Bronx,POINT (-73.90993 40.88582)
Bank of America N.A. GA1-006-15-40,900 Third Avenue,New York,10022,New York,POINT (-73.96872 40.75861)
